pid,role,derm_years,gp_years,years_experience,group,case_index,question_id,n_sources,correct_choice,correct_answer_text,llm_answer,llm_answer_text,llm_is_correct,initial_answer,final_answer,initial_correct,final_correct,answered,changed_answer,initial_eq_llm,final_eq_llm,switched_to_llm,switched_from_llm,n_support,n_support_rated,all_sources_support,any_source_supports,question_type,disease_category,disease_prevalence,original_disease,canonical_disease,disease_subcategory,question_structure
p12,Dermatologist,4-9 years,,4-9 years,4,11,2562,2,C,Pellagra,C,Pellagra,True,C,C,True,True,True,False,True,True,False,False,2,2,True,True,diagnosis,Metabolic Systemic,rare,Pellagra,Pellagra,Nutritional,short_stem
p12,Dermatologist,4-9 years,,4-9 years,4,12,7290,2,B,Niacin deficiency,B,Niacin deficiency,True,B,B,True,True,True,False,True,True,False,False,2,2,True,True,diagnosis,Metabolic Systemic,rare,Pellagra,Pellagra,Nutritional,short_stem
p12,Dermatologist,4-9 years,,4-9 years,4,13,1028,2,D,Erythromycin,D,Erythromycin,True,C,D,False,True,True,True,False,True,True,False,1,2,False,True,treatment,Infectious,rare,Bacillary Angiomatosis,Bacillary Angiomatosis,Bacterial,vignette
p12,Dermatologist,4-9 years,,4-9 years,4,14,4403,3,B,Macrophages with a foamy appearance in the dermis,B,Macrophages with a foamy appearance in the dermis,True,D,D,False,False,True,False,False,False,False,False,0,3,False,False,diagnosis,Infectious,moderate,Lepromatous Leprosy,Lepromatous Leprosy,Bacterial,short_stem
p12,Dermatologist,4-9 years,,4-9 years,4,15,199,3,B,Oral isotretinoin,B,Oral isotretinoin,True,B,B,True,True,True,False,True,True,False,False,3,3,True,True,treatment,Inflammatory,common,Acne Vulgaris,Acne Vulgaris,Neutrophilic,vignette
p12,Dermatologist,4-9 years,,4-9 years,4,16,528,1,A,Ash-leaf spots,B,Café-au-lait spots,False,A,A,True,True,True,False,False,False,False,False,0,1,False,False,diagnosis,Genetic Rare,rare,Tuberous Sclerosis Complex,Tuberous Sclerosis Complex,Syndromic,vignette
p14,Dermatologist,1-3 years,,1-3 years,5,1,458,2,D,B7,D,B7,True,B,B,False,False,True,False,False,False,False,False,1,2,False,True,mechanism,Neoplastic,common,Melanoma,Melanoma,Malignant,vignette
p14,Dermatologist,1-3 years,,1-3 years,5,2,785,1,E,Coagulative necrosis surrounded by fibroblast and macrophage infiltrate,D,Ulcerated epidermis with plasma cell infiltrate,False,D,D,False,False,True,False,True,True,False,False,1,1,True,True,diagnosis,Infectious,moderate,Tertiary Syphilis (Gumma),Syphilis,Bacterial,vignette
p14,Dermatologist,1-3 years,,1-3 years,5,3,798,2,A,Squamous cell carcinoma,A,Squamous cell carcinoma,True,A,A,True,True,True,False,True,True,False,False,1,2,False,True,diagnosis,Neoplastic,common,Squamous Cell Carcinoma,Squamous Cell Carcinoma,Malignant,vignette
p14,Dermatologist,1-3 years,,1-3 years,5,4,6918,3,A,Blastomycosis,A,Blastomycosis,True,A,A,True,True,True,False,True,True,False,False,2,3,False,True,diagnosis,Infectious,rare,Blastomycosis,Blastomycosis,Fungal,vignette
p14,Dermatologist,1-3 years,,1-3 years,5,5,842,2,B,Mouse,B,Mouse,True,E,E,False,False,True,False,False,False,False,False,0,2,False,False,epidemiology,Infectious,common,Lyme Disease,Lyme Disease,Bacterial,vignette
p14,Dermatologist,1-3 years,,1-3 years,5,6,2592,1,A,PLET medium,A,PLET medium,True,B,A,False,True,True,True,False,True,True,False,0,1,False,False,diagnosis,Infectious,rare,Cutaneous Anthrax,Cutaneous Anthrax,Bacterial,short_stem
p14,Dermatologist,1-3 years,,1-3 years,5,7,2373,3,B,Chloasma,B,Chloasma,True,C,B,False,True,True,True,False,True,True,False,3,3,True,True,diagnosis,Pigmentation,common,Melasma,Melasma,Hyperpigmentation,short_stem
p14,Dermatologist,1-3 years,,1-3 years,5,8,4341,3,B,Rosacea,B,Rosacea,True,B,B,True,True,True,False,True,True,False,False,3,3,True,True,diagnosis,Inflammatory,common,Rosacea,Rosacea,Papulosquamous,short_stem
p14,Dermatologist,1-3 years,,1-3 years,5,9,407,3,B,Irreversible nuclear changes in the stratum basale,C,Increased nuclear to cytoplasmic ratio in the stratum spinosum,False,A,A,False,False,True,False,False,False,False,False,0,3,False,False,mechanism,Neoplastic,common,Squamous Cell Carcinoma In Situ,Squamous Cell Carcinoma In Situ,Premalignant,vignette
p14,Dermatologist,1-3 years,,1-3 years,5,10,320,1,D,Oral rifampicin and dapsone,D,Oral rifampicin and dapsone,True,D,D,True,True,True,False,True,True,False,False,1,1,True,True,treatment,Infectious,rare,Leprosy,Leprosy,Bacterial,vignette
p14,Dermatologist,1-3 years,,1-3 years,5,11,189,3,A,Cranial nerve palsy,A,Cranial nerve palsy,True,B,A,False,True,True,True,False,True,True,False,0,3,False,False,prognosis,Infectious,moderate,Lyme Disease,Lyme Disease,Bacterial,vignette
p14,Dermatologist,1-3 years,,1-3 years,5,12,558,3,D,Uroporphyrinogen,D,Uroporphyrinogen,True,C,D,False,True,True,True,False,True,True,False,3,3,True,True,mechanism,Metabolic Systemic,moderate,Porphyria Cutanea Tarda,Porphyria Cutanea Tarda,Systemic Disease Manifestations,vignette
p14,Dermatologist,1-3 years,,1-3 years,5,13,5633,3,D,Xeroderma pigmentosum,D,Xeroderma pigmentosum,True,B,D,False,True,True,True,False,True,True,False,3,3,True,True,diagnosis,Genetic Rare,rare,Xeroderma Pigmentosum,Xeroderma Pigmentosum,Genodermatoses,vignette
p14,Dermatologist,1-3 years,,1-3 years,5,14,241,3,A,"Dry, scaly, hyperkeratotic papule",A,"Dry, scaly, hyperkeratotic papule",True,B,B,False,False,True,False,False,False,False,False,1,3,False,True,diagnosis,Neoplastic,common,Squamous Cell Carcinoma,Squamous Cell Carcinoma,Malignant,short_stem
p14,Dermatologist,1-3 years,,1-3 years,5,15,6596,3,C,"Excision and repair of this area, ensuring clear surgical margins",C,"Excision and repair of this area, ensuring clear surgical margins",True,C,C,True,True,True,False,True,True,False,False,3,3,True,True,treatment,Neoplastic,moderate,Bowen'S Disease,Bowen's Disease,Premalignant,vignette
p14,Dermatologist,1-3 years,,1-3 years,5,16,1033,3,C,Oral isotretinoin,C,Oral isotretinoin,True,C,C,True,True,True,False,True,True,False,False,2,3,False,True,treatment,Inflammatory,common,Acne Vulgaris,Acne Vulgaris,Neutrophilic,vignette
p15,Dermatologist,10+ years,,10+ years,5,1,458,2,D,B7,D,B7,True,D,C,True,False,True,True,True,False,False,True,1,2,False,True,mechanism,Neoplastic,common,Melanoma,Melanoma,Malignant,vignette
p15,Dermatologist,10+ years,,10+ years,5,2,785,1,E,Coagulative necrosis surrounded by fibroblast and macrophage infiltrate,D,Ulcerated epidermis with plasma cell infiltrate,False,D,D,False,False,True,False,True,True,False,False,1,1,True,True,diagnosis,Infectious,moderate,Tertiary Syphilis (Gumma),Syphilis,Bacterial,vignette
p15,Dermatologist,10+ years,,10+ years,5,3,798,2,A,Squamous cell carcinoma,A,Squamous cell carcinoma,True,A,A,True,True,True,False,True,True,False,False,1,2,False,True,diagnosis,Neoplastic,common,Squamous Cell Carcinoma,Squamous Cell Carcinoma,Malignant,vignette
p15,Dermatologist,10+ years,,10+ years,5,4,6918,3,A,Blastomycosis,A,Blastomycosis,True,A,A,True,True,True,False,True,True,False,False,0,3,False,False,diagnosis,Infectious,rare,Blastomycosis,Blastomycosis,Fungal,vignette
p15,Dermatologist,10+ years,,10+ years,5,5,842,2,B,Mouse,B,Mouse,True,E,E,False,False,True,False,False,False,False,False,1,2,False,True,epidemiology,Infectious,common,Lyme Disease,Lyme Disease,Bacterial,vignette
p15,Dermatologist,10+ years,,10+ years,5,6,2592,1,A,PLET medium,A,PLET medium,True,D,D,False,False,True,False,False,False,False,False,0,1,False,False,diagnosis,Infectious,rare,Cutaneous Anthrax,Cutaneous Anthrax,Bacterial,short_stem
p15,Dermatologist,10+ years,,10+ years,5,7,2373,3,B,Chloasma,B,Chloasma,True,B,B,True,True,True,False,True,True,False,False,3,3,True,True,diagnosis,Pigmentation,common,Melasma,Melasma,Hyperpigmentation,short_stem
p15,Dermatologist,10+ years,,10+ years,5,8,4341,3,B,Rosacea,B,Rosacea,True,B,B,True,True,True,False,True,True,False,False,3,3,True,True,diagnosis,Inflammatory,common,Rosacea,Rosacea,Papulosquamous,short_stem
p15,Dermatologist,10+ years,,10+ years,5,9,407,3,B,Irreversible nuclear changes in the stratum basale,C,Increased nuclear to cytoplasmic ratio in the stratum spinosum,False,B,C,True,False,True,True,False,True,True,False,1,3,False,True,mechanism,Neoplastic,common,Squamous Cell Carcinoma In Situ,Squamous Cell Carcinoma In Situ,Premalignant,vignette
p15,Dermatologist,10+ years,,10+ years,5,10,320,1,D,Oral rifampicin and dapsone,D,Oral rifampicin and dapsone,True,D,D,True,True,True,False,True,True,False,False,1,1,True,True,treatment,Infectious,rare,Leprosy,Leprosy,Bacterial,vignette
p15,Dermatologist,10+ years,,10+ years,5,11,189,3,A,Cranial nerve palsy,A,Cranial nerve palsy,True,D,A,False,True,True,True,False,True,True,False,1,3,False,True,prognosis,Infectious,moderate,Lyme Disease,Lyme Disease,Bacterial,vignette
p15,Dermatologist,10+ years,,10+ years,5,12,558,3,D,Uroporphyrinogen,D,Uroporphyrinogen,True,C,D,False,True,True,True,False,True,True,False,2,3,False,True,mechanism,Metabolic Systemic,moderate,Porphyria Cutanea Tarda,Porphyria Cutanea Tarda,Systemic Disease Manifestations,vignette
p15,Dermatologist,10+ years,,10+ years,5,13,5633,3,D,Xeroderma pigmentosum,D,Xeroderma pigmentosum,True,D,D,True,True,True,False,True,True,False,False,2,3,False,True,diagnosis,Genetic Rare,rare,Xeroderma Pigmentosum,Xeroderma Pigmentosum,Genodermatoses,vignette
p15,Dermatologist,10+ years,,10+ years,5,14,241,3,A,"Dry, scaly, hyperkeratotic papule",A,"Dry, scaly, hyperkeratotic papule",True,A,A,True,True,True,False,True,True,False,False,3,3,True,True,diagnosis,Neoplastic,common,Squamous Cell Carcinoma,Squamous Cell Carcinoma,Malignant,short_stem
p15,Dermatologist,10+ years,,10+ years,5,15,6596,3,C,"Excision and repair of this area, ensuring clear surgical margins",C,"Excision and repair of this area, ensuring clear surgical margins",True,C,C,True,True,True,False,True,True,False,False,2,3,False,True,treatment,Neoplastic,moderate,Bowen'S Disease,Bowen's Disease,Premalignant,vignette
p15,Dermatologist,10+ years,,10+ years,5,16,1033,3,C,Oral isotretinoin,C,Oral isotretinoin,True,C,C,True,True,True,False,True,True,False,False,1,3,False,True,treatment,Inflammatory,common,Acne Vulgaris,Acne Vulgaris,Neutrophilic,vignette
p13,Dermatologist,4-9 years,,4-9 years,5,1,458,2,D,B7,D,B7,True,D,D,True,True,True,False,True,True,False,False,1,2,False,True,mechanism,Neoplastic,common,Melanoma,Melanoma,Malignant,vignette
p13,Dermatologist,4-9 years,,4-9 years,5,2,785,1,E,Coagulative necrosis surrounded by fibroblast and macrophage infiltrate,D,Ulcerated epidermis with plasma cell infiltrate,False,D,D,False,False,True,False,True,True,False,False,1,1,True,True,diagnosis,Infectious,moderate,Tertiary Syphilis (Gumma),Syphilis,Bacterial,vignette
p13,Dermatologist,4-9 years,,4-9 years,5,3,798,2,A,Squamous cell carcinoma,A,Squamous cell carcinoma,True,A,A,True,True,True,False,True,True,False,False,1,2,False,True,diagnosis,Neoplastic,common,Squamous Cell Carcinoma,Squamous Cell Carcinoma,Malignant,vignette
p13,Dermatologist,4-9 years,,4-9 years,5,4,6918,3,A,Blastomycosis,A,Blastomycosis,True,A,A,True,True,True,False,True,True,False,False,0,3,False,False,diagnosis,Infectious,rare,Blastomycosis,Blastomycosis,Fungal,vignette
p13,Dermatologist,4-9 years,,4-9 years,5,5,842,2,B,Mouse,B,Mouse,True,E,E,False,False,True,False,False,False,False,False,1,2,False,True,epidemiology,Infectious,common,Lyme Disease,Lyme Disease,Bacterial,vignette
p13,Dermatologist,4-9 years,,4-9 years,5,6,2592,1,A,PLET medium,A,PLET medium,True,D,A,False,True,True,True,False,True,True,False,0,1,False,False,diagnosis,Infectious,rare,Cutaneous Anthrax,Cutaneous Anthrax,Bacterial,short_stem
p13,Dermatologist,4-9 years,,4-9 years,5,7,2373,3,B,Chloasma,B,Chloasma,True,B,B,True,True,True,False,True,True,False,False,3,3,True,True,diagnosis,Pigmentation,common,Melasma,Melasma,Hyperpigmentation,short_stem
p13,Dermatologist,4-9 years,,4-9 years,5,8,4341,3,B,Rosacea,B,Rosacea,True,B,B,True,True,True,False,True,True,False,False,3,3,True,True,diagnosis,Inflammatory,common,Rosacea,Rosacea,Papulosquamous,short_stem
p13,Dermatologist,4-9 years,,4-9 years,5,9,407,3,B,Irreversible nuclear changes in the stratum basale,C,Increased nuclear to cytoplasmic ratio in the stratum spinosum,False,B,B,True,True,True,False,False,False,False,False,0,3,False,False,mechanism,Neoplastic,common,Squamous Cell Carcinoma In Situ,Squamous Cell Carcinoma In Situ,Premalignant,vignette
p13,Dermatologist,4-9 years,,4-9 years,5,10,320,1,D,Oral rifampicin and dapsone,D,Oral rifampicin and dapsone,True,D,D,True,True,True,False,True,True,False,False,0,1,False,False,treatment,Infectious,rare,Leprosy,Leprosy,Bacterial,vignette
p13,Dermatologist,4-9 years,,4-9 years,5,11,189,3,A,Cranial nerve palsy,A,Cranial nerve palsy,True,D,A,False,True,True,True,False,True,True,False,0,3,False,False,prognosis,Infectious,moderate,Lyme Disease,Lyme Disease,Bacterial,vignette
p13,Dermatologist,4-9 years,,4-9 years,5,12,558,3,D,Uroporphyrinogen,D,Uroporphyrinogen,True,D,D,True,True,True,False,True,True,False,False,2,3,False,True,mechanism,Metabolic Systemic,moderate,Porphyria Cutanea Tarda,Porphyria Cutanea Tarda,Systemic Disease Manifestations,vignette
p13,Dermatologist,4-9 years,,4-9 years,5,13,5633,3,D,Xeroderma pigmentosum,D,Xeroderma pigmentosum,True,D,D,True,True,True,False,True,True,False,False,3,3,True,True,diagnosis,Genetic Rare,rare,Xeroderma Pigmentosum,Xeroderma Pigmentosum,Genodermatoses,vignette
p13,Dermatologist,4-9 years,,4-9 years,5,14,241,3,A,"Dry, scaly, hyperkeratotic papule",A,"Dry, scaly, hyperkeratotic papule",True,A,A,True,True,True,False,True,True,False,False,0,3,False,False,diagnosis,Neoplastic,common,Squamous Cell Carcinoma,Squamous Cell Carcinoma,Malignant,short_stem
p13,Dermatologist,4-9 years,,4-9 years,5,15,6596,3,C,"Excision and repair of this area, ensuring clear surgical margins",C,"Excision and repair of this area, ensuring clear surgical margins",True,C,C,True,True,True,False,True,True,False,False,1,3,False,True,treatment,Neoplastic,moderate,Bowen'S Disease,Bowen's Disease,Premalignant,vignette
p13,Dermatologist,4-9 years,,4-9 years,5,16,1033,3,C,Oral isotretinoin,C,Oral isotretinoin,True,C,C,True,True,True,False,True,True,False,False,1,3,False,True,treatment,Inflammatory,common,Acne Vulgaris,Acne Vulgaris,Neutrophilic,vignette
p16,Dermatologist,10+ years,,10+ years,6,1,8526,4,B,Cushing's syndrome,B,Cushing's syndrome,True,B,B,True,True,True,False,True,True,False,False,2,4,False,True,diagnosis,Metabolic Systemic,rare,Cushing'S Syndrome,Cushing's Syndrome,Endocrine-Associated,short_stem
p16,Dermatologist,10+ years,,10+ years,6,2,234,1,D,Mycosis fungoides,D,Mycosis fungoides,True,D,D,True,True,True,False,True,True,False,False,1,1,True,True,diagnosis,Neoplastic,moderate,Mycosis Fungoides,Mycosis Fungoides,Malignant,vignette
p16,Dermatologist,10+ years,,10+ years,6,3,646,2,E,Erythromycin,E,Erythromycin,True,F,E,False,True,True,True,False,True,True,False,2,2,True,True,treatment,Infectious,rare,Bacillary Angiomatosis,Bacillary Angiomatosis,Bacterial,vignette
p16,Dermatologist,10+ years,,10+ years,6,4,575,3,A,Optic glioma,A,Optic glioma,True,D,A,False,True,True,True,False,True,True,False,1,3,False,True,epidemiology,Genetic Rare,moderate,Neurofibromatosis Type 1,Neurofibromatosis Type 1,Syndromic,vignette
p16,Dermatologist,10+ years,,10+ years,6,5,341,3,C,Local invasion via collagenase,C,Local invasion via collagenase,True,C,C,True,True,True,False,True,True,False,False,0,3,False,False,mechanism,Neoplastic,common,Basal Cell Carcinoma,Basal Cell Carcinoma,Malignant,vignette
p16,Dermatologist,10+ years,,10+ years,6,6,5160,3,A,Skin biopsy,A,Skin biopsy,True,A,A,True,True,True,False,True,True,False,False,2,3,False,True,diagnosis,Metabolic Systemic,moderate,Pellagra,Pellagra,Nutritional,vignette
p16,Dermatologist,10+ years,,10+ years,6,7,427,2,C,Permethrin,C,Permethrin,True,C,C,True,True,True,False,True,True,False,False,2,2,True,True,treatment,Infectious,common,Scabies,Scabies,Parasitic & Other,vignette
p16,Dermatologist,10+ years,,10+ years,6,8,629,3,D,Biopsy of the lesion,D,Biopsy of the lesion,True,D,D,True,True,True,False,True,True,False,False,2,3,False,True,diagnosis,Inflammatory,moderate,Lichen Sclerosus,Lichen Sclerosus,Autoimmune,vignette
p16,Dermatologist,10+ years,,10+ years,6,9,734,3,B,Irreversible nuclear changes in the stratum basale,D,Increased nuclear to cytoplasmic ratio in the stratum spinosum,False,D,D,False,False,True,False,True,True,False,False,0,3,False,False,mechanism,Neoplastic,common,Squamous Cell Carcinoma In Situ,Squamous Cell Carcinoma In Situ,Premalignant,vignette
p16,Dermatologist,10+ years,,10+ years,6,10,1397,1,A,Ash-leaf spots,B,Cafe-au-lait spots,False,A,A,True,True,True,False,False,False,False,False,0,1,False,False,diagnosis,Genetic Rare,rare,Tuberous Sclerosis Complex,Tuberous Sclerosis Complex,Syndromic,vignette
p16,Dermatologist,10+ years,,10+ years,6,11,3982,2,A,Niacin deficiency,A,Niacin deficiency,True,A,B,True,False,True,True,True,False,False,True,0,2,False,False,diagnosis,Metabolic Systemic,rare,Pellagra,Pellagra,Nutritional,short_stem
p16,Dermatologist,10+ years,,10+ years,6,12,198,1,B,Onchocerciasis,B,Onchocerciasis,True,A,B,False,True,True,True,False,True,True,False,1,1,True,True,diagnosis,Infectious,rare,Onchocerciasis,Onchocerciasis,Parasitic & Other,vignette
p16,Dermatologist,10+ years,,10+ years,6,13,1269,5,E,Malignant melanoma,E,Malignant melanoma,True,E,E,True,True,True,False,True,True,False,False,2,5,False,True,prognosis,Genetic Rare,rare,Xeroderma Pigmentosum,Xeroderma Pigmentosum,Genodermatoses,short_stem
p16,Dermatologist,10+ years,,10+ years,6,14,1250,3,E,Major depressive disorder,E,Major depressive disorder,True,E,E,True,True,True,False,True,True,False,False,2,3,False,True,diagnosis,Other,moderate,Body Dysmorphic Disorder,Body Dysmorphic Disorder,Psychocutaneous,vignette
p16,Dermatologist,10+ years,,10+ years,6,15,4797,3,A,Thymidine dimers repair,A,Thymidine dimers repair,True,A,A,True,True,True,False,True,True,False,False,2,3,False,True,mechanism,Genetic Rare,rare,Xeroderma Pigmentosum,Xeroderma Pigmentosum,Genodermatoses,short_stem
p16,Dermatologist,10+ years,,10+ years,6,16,777,4,F,Finasteride,F,Finasteride,True,F,F,True,True,True,False,True,True,False,False,2,4,False,True,treatment,Hair Nail,common,Androgenetic Alopecia,Androgenetic Alopecia,Hair Loss,vignette
p17,Dermatologist,10+ years,,10+ years,6,1,8526,4,B,Cushing's syndrome,B,Cushing's syndrome,True,B,B,True,True,True,False,True,True,False,False,2,4,False,True,diagnosis,Metabolic Systemic,rare,Cushing'S Syndrome,Cushing's Syndrome,Endocrine-Associated,short_stem
p17,Dermatologist,10+ years,,10+ years,6,2,234,1,D,Mycosis fungoides,D,Mycosis fungoides,True,D,D,True,True,True,False,True,True,False,False,1,1,True,True,diagnosis,Neoplastic,moderate,Mycosis Fungoides,Mycosis Fungoides,Malignant,vignette
p17,Dermatologist,10+ years,,10+ years,6,3,646,2,E,Erythromycin,E,Erythromycin,True,F,E,False,True,True,True,False,True,True,False,1,2,False,True,treatment,Infectious,rare,Bacillary Angiomatosis,Bacillary Angiomatosis,Bacterial,vignette
p17,Dermatologist,10+ years,,10+ years,6,4,575,3,A,Optic glioma,A,Optic glioma,True,A,A,True,True,True,False,True,True,False,False,3,3,True,True,epidemiology,Genetic Rare,moderate,Neurofibromatosis Type 1,Neurofibromatosis Type 1,Syndromic,vignette
p17,Dermatologist,10+ years,,10+ years,6,5,341,3,C,Local invasion via collagenase,C,Local invasion via collagenase,True,C,C,True,True,True,False,True,True,False,False,0,3,False,False,mechanism,Neoplastic,common,Basal Cell Carcinoma,Basal Cell Carcinoma,Malignant,vignette
p17,Dermatologist,10+ years,,10+ years,6,6,5160,3,A,Skin biopsy,A,Skin biopsy,True,A,A,True,True,True,False,True,True,False,False,2,3,False,True,diagnosis,Metabolic Systemic,moderate,Pellagra,Pellagra,Nutritional,vignette
p17,Dermatologist,10+ years,,10+ years,6,7,427,2,C,Permethrin,C,Permethrin,True,C,C,True,True,True,False,True,True,False,False,1,2,False,True,treatment,Infectious,common,Scabies,Scabies,Parasitic & Other,vignette
p17,Dermatologist,10+ years,,10+ years,6,8,629,3,D,Biopsy of the lesion,D,Biopsy of the lesion,True,D,D,True,True,True,False,True,True,False,False,1,3,False,True,diagnosis,Inflammatory,moderate,Lichen Sclerosus,Lichen Sclerosus,Autoimmune,vignette
p17,Dermatologist,10+ years,,10+ years,6,9,734,3,B,Irreversible nuclear changes in the stratum basale,D,Increased nuclear to cytoplasmic ratio in the stratum spinosum,False,A,A,False,False,True,False,False,False,False,False,0,3,False,False,mechanism,Neoplastic,common,Squamous Cell Carcinoma In Situ,Squamous Cell Carcinoma In Situ,Premalignant,vignette
p17,Dermatologist,10+ years,,10+ years,6,10,1397,1,A,Ash-leaf spots,B,Cafe-au-lait spots,False,A,B,True,False,True,True,False,True,True,False,1,1,True,True,diagnosis,Genetic Rare,rare,Tuberous Sclerosis Complex,Tuberous Sclerosis Complex,Syndromic,vignette
p17,Dermatologist,10+ years,,10+ years,6,11,3982,2,A,Niacin deficiency,A,Niacin deficiency,True,A,A,True,True,True,False,True,True,False,False,2,2,True,True,diagnosis,Metabolic Systemic,rare,Pellagra,Pellagra,Nutritional,short_stem
p17,Dermatologist,10+ years,,10+ years,6,12,198,1,B,Onchocerciasis,B,Onchocerciasis,True,A,B,False,True,True,True,False,True,True,False,1,1,True,True,diagnosis,Infectious,rare,Onchocerciasis,Onchocerciasis,Parasitic & Other,vignette
p17,Dermatologist,10+ years,,10+ years,6,13,1269,5,E,Malignant melanoma,E,Malignant melanoma,True,A,E,False,True,True,True,False,True,True,False,5,5,True,True,prognosis,Genetic Rare,rare,Xeroderma Pigmentosum,Xeroderma Pigmentosum,Genodermatoses,short_stem
p17,Dermatologist,10+ years,,10+ years,6,14,1250,3,E,Major depressive disorder,E,Major depressive disorder,True,E,E,True,True,True,False,True,True,False,False,1,3,False,True,diagnosis,Other,moderate,Body Dysmorphic Disorder,Body Dysmorphic Disorder,Psychocutaneous,vignette
p17,Dermatologist,10+ years,,10+ years,6,15,4797,3,A,Thymidine dimers repair,A,Thymidine dimers repair,True,C,A,False,True,True,True,False,True,True,False,0,3,False,False,mechanism,Genetic Rare,rare,Xeroderma Pigmentosum,Xeroderma Pigmentosum,Genodermatoses,short_stem
p17,Dermatologist,10+ years,,10+ years,6,16,777,4,F,Finasteride,F,Finasteride,True,F,F,True,True,True,False,True,True,False,False,2,4,False,True,treatment,Hair Nail,common,Androgenetic Alopecia,Androgenetic Alopecia,Hair Loss,vignette
p18,Dermatology resident,,,,6,1,8526,4,B,Cushing's syndrome,B,Cushing's syndrome,True,B,B,True,True,True,False,True,True,False,False,1,4,False,True,diagnosis,Metabolic Systemic,rare,Cushing'S Syndrome,Cushing's Syndrome,Endocrine-Associated,short_stem
p18,Dermatology resident,,,,6,2,234,1,D,Mycosis fungoides,D,Mycosis fungoides,True,D,D,True,True,True,False,True,True,False,False,1,1,True,True,diagnosis,Neoplastic,moderate,Mycosis Fungoides,Mycosis Fungoides,Malignant,vignette
p18,Dermatology resident,,,,6,3,646,2,E,Erythromycin,E,Erythromycin,True,E,E,True,True,True,False,True,True,False,False,2,2,True,True,treatment,Infectious,rare,Bacillary Angiomatosis,Bacillary Angiomatosis,Bacterial,vignette
p18,Dermatology resident,,,,6,4,575,3,A,Optic glioma,A,Optic glioma,True,A,A,True,True,True,False,True,True,False,False,3,3,True,True,epidemiology,Genetic Rare,moderate,Neurofibromatosis Type 1,Neurofibromatosis Type 1,Syndromic,vignette
p18,Dermatology resident,,,,6,5,341,3,C,Local invasion via collagenase,C,Local invasion via collagenase,True,B,B,False,False,True,False,False,False,False,False,2,3,False,True,mechanism,Neoplastic,common,Basal Cell Carcinoma,Basal Cell Carcinoma,Malignant,vignette
p18,Dermatology resident,,,,6,6,5160,3,A,Skin biopsy,A,Skin biopsy,True,C,A,False,True,True,True,False,True,True,False,2,3,False,True,diagnosis,Metabolic Systemic,moderate,Pellagra,Pellagra,Nutritional,vignette
p18,Dermatology resident,,,,6,7,427,2,C,Permethrin,C,Permethrin,True,C,C,True,True,True,False,True,True,False,False,1,2,False,True,treatment,Infectious,common,Scabies,Scabies,Parasitic & Other,vignette
p18,Dermatology resident,,,,6,8,629,3,D,Biopsy of the lesion,D,Biopsy of the lesion,True,B,B,False,False,True,False,False,False,False,False,2,3,False,True,diagnosis,Inflammatory,moderate,Lichen Sclerosus,Lichen Sclerosus,Autoimmune,vignette
p18,Dermatology resident,,,,6,9,734,3,B,Irreversible nuclear changes in the stratum basale,D,Increased nuclear to cytoplasmic ratio in the stratum spinosum,False,D,D,False,False,True,False,True,True,False,False,1,3,False,True,mechanism,Neoplastic,common,Squamous Cell Carcinoma In Situ,Squamous Cell Carcinoma In Situ,Premalignant,vignette
p18,Dermatology resident,,,,6,10,1397,1,A,Ash-leaf spots,B,Cafe-au-lait spots,False,A,A,True,True,True,False,False,False,False,False,0,1,False,False,diagnosis,Genetic Rare,rare,Tuberous Sclerosis Complex,Tuberous Sclerosis Complex,Syndromic,vignette
p18,Dermatology resident,,,,6,11,3982,2,A,Niacin deficiency,A,Niacin deficiency,True,A,A,True,True,True,False,True,True,False,False,2,2,True,True,diagnosis,Metabolic Systemic,rare,Pellagra,Pellagra,Nutritional,short_stem
p18,Dermatology resident,,,,6,12,198,1,B,Onchocerciasis,B,Onchocerciasis,True,B,B,True,True,True,False,True,True,False,False,1,1,True,True,diagnosis,Infectious,rare,Onchocerciasis,Onchocerciasis,Parasitic & Other,vignette
p18,Dermatology resident,,,,6,13,1269,5,E,Malignant melanoma,E,Malignant melanoma,True,E,E,True,True,True,False,True,True,False,False,2,5,False,True,prognosis,Genetic Rare,rare,Xeroderma Pigmentosum,Xeroderma Pigmentosum,Genodermatoses,short_stem
p18,Dermatology resident,,,,6,14,1250,3,E,Major depressive disorder,E,Major depressive disorder,True,E,E,True,True,True,False,True,True,False,False,2,3,False,True,diagnosis,Other,moderate,Body Dysmorphic Disorder,Body Dysmorphic Disorder,Psychocutaneous,vignette
p18,Dermatology resident,,,,6,15,4797,3,A,Thymidine dimers repair,A,Thymidine dimers repair,True,A,A,True,True,True,False,True,True,False,False,1,3,False,True,mechanism,Genetic Rare,rare,Xeroderma Pigmentosum,Xeroderma Pigmentosum,Genodermatoses,short_stem
p18,Dermatology resident,,,,6,16,777,4,F,Finasteride,F,Finasteride,True,F,F,True,True,True,False,True,True,False,False,3,4,False,True,treatment,Hair Nail,common,Androgenetic Alopecia,Androgenetic Alopecia,Hair Loss,vignette
p20,Dermatologist,10+ years,,10+ years,7,1,10,2,A,Squamous cell carcinoma,A,Squamous cell carcinoma,True,A,A,True,True,True,False,True,True,False,False,0,2,False,False,diagnosis,Neoplastic,common,Squamous Cell Carcinoma,Squamous Cell Carcinoma,Malignant,vignette
